80,MYSOLINE TAB 125MG,Oral,481.67,Cancelled Post Market
81,MYSOLINE PRIMIDONE TABLETS 250MG,Oral,702.7,Cancelled Post Market
82,MYSOLINE TAB 250MG,Oral,287.0,Cancelled Post Market
83,RADIOSTOL CAP 50000IU,Oral,579.66,Cancelled Post Market
84,PROPADERM CREAM 0.025%,Topical,236.72,Cancelled Post Market
85,ENTACYL GRANULES 2.0GM,Oral,733.33,Cancelled Post Market
86,AMYLNITRITE GLASS CAP 5MIN,Inhalation,895.94,Cancelled Post Market
87,RADIOSTOL SOLUTION 100000IU/ML,Oral,938.34,Cancelled Post Market
88,ENTACYL SUSP 0.6GM/5ML,Oral,325.53,Cancelled Post Market
89,CARBACHOL TAB 2MG,Oral,475.16,Cancelled Post Market
90,STILBOESTROL TAB 0.1MG,Oral,145.61,Cancelled Post Market
91,STILBOESTROL TAB 0.5MG,Oral,93.12,Cancelled Post Market
92,ALUPENT LIQ 50MG/ML,Oral,833.0,Cancelled Post Market
93,DULCOLAX,Rectal,449.55,Cancelled Post Market
94,DULCOLAX,Rectal,695.37,Marketed
95,ALUPENT TAB 20MG,Oral,309.9,Cancelled Post Market
96,AMPICIN FOR INJECTION 250MG,Intramuscular,376.11,Cancelled Post Market
97,AMPICIN INJ 500MG,Intravenous,778.39,Cancelled Post Market
98,AMPICIN INJ 1GM,Intramuscular,713.8,Cancelled Post Market
99,AMPICIN INJ 2000MG,Intravenous,37.24,Cancelled Post Market
100,KEMADRIN ELX,Oral,589.9,Cancelled Post Market
101,AEROSPORIN STERILE POWDER,Intramuscular,720.67,Cancelled Post Market
102,MARZINE INJ 50MG/ML,Intramuscular,263.71,Cancelled Post Market
103,LANOXIN INJ 0.05MG/ML PEDIATRIC,Intravenous,755.89,Cancelled Post Market
104,LANOXIN INJ 0.25MG/ML,Intravenous,455.09,Cancelled Post Market
105,VASOXYL INJ 20MG/ML,Intramuscular,956.98,Cancelled Post Market
106,SUDAFED SYR 30MG/5ML,Oral,800.69,Cancelled Post Market
107,ZYLOPRIM 100,Oral,128.17,Cancelled Post Market
108,IMURAN,Oral,134.49,Marketed
109,MYLERAN,Oral,245.09,Marketed
110,LEUKERAN,Oral,895.06,Marketed
111,LANOXIN TAB 0.25MG,Oral,271.25,Cancelled Post Market
112,ALKERAN,Oral,844.32,Marketed
113,PURINETHOL,Oral,766.66,Marketed
114,KEMADRIN TAB 5MG,Oral,744.23,Cancelled Post Market
115,SUDAFED TAB 60MG,Oral,822.53,Cancelled Post Market
116,DARAPRIM,Oral,354.86,Cancelled Post Market
117,QUINIDINE SULFATE TAB 200MG,Oral,665.96,Cancelled Post Market
118,POLYSPORIN TOPICAL FIRST AID ANTIBIOTIC OINTMENT,Topical,421.91,Cancelled Post Market
119,LOCACORTEN .03%,Topical,929.88,Cancelled Post Market
120,VIOFORM 3%,Topical,196.36,Cancelled Post Market
121,ROGITINE 5MG/VIAL,Intravenous,383.47,Cancelled Post Market
122,ISMELIN 25MG,Oral,525.76,Cancelled Post Market
123,"APRESOLINE TABLETS, 10MG",Oral,428.1,Cancelled Post Market
124,"APRESOLINE TABLETS, 25MG",Oral,462.73,Cancelled Post Market
125,"APRESOLINE TABLETS, 50MG",Oral,364.31,Cancelled Post Market
126,RITALIN 10MG,Oral,380.39,Marketed
127,RITALIN 20MG,Oral,116.86,Cancelled Post Market
128,METANDREN 10MG,Oral,233.76,Cancelled Post Market
129,METANDREN 25MG,Oral,740.15,Cancelled Post Market
130,SERPASIL 0.25MG,Oral,59.57,Cancelled Post Market
131,VIOFORM 3%,Topical,304.77,Cancelled Post Market
132,OESTRILIN CREME VAGINALE 1MG,Vaginal,543.47,Cancelled Post Market
133,RUBION 1000,Intramuscular,241.27,Cancelled Post Market
134,OESTRILIN CONES VAGINAUX,Vaginal,488.77,Cancelled Post Market
135,CHOLOXIN TABLET 4MG,Oral,343.91,Cancelled Post Market
136,OSTOFORTE,Oral,165.98,Cancelled Post Market
137,LERITINE INJ 25MG/ML,Intravenous,93.69,Cancelled Post Market
138,PAPAVERINE HYDROCHLORIDE INJECTION USP,Subcutaneous,634.02,Marketed
139,MEGACILLIN 500 SUS,Oral,864.05,Cancelled Post Market
140,LERITINE TABLETS 25MG,Oral,453.81,Cancelled Post Market
141,642 TAB,Oral,380.81,Cancelled Post Market
142,PROPYL-THYRACIL,Oral,261.79,Cancelled Post Market
143,PROPYL-THYRACIL,Oral,752.83,Cancelled Post Market
144,WARFILONE TAB 5MG,Oral,196.2,Cancelled Post Market
145,ENTROPHEN 325MG TABLETS,Oral,603.72,Dormant
146,ENTROPHEN ECT 650MG,Oral,890.92,Dormant
147,SINTROM,Oral,439.07,Cancelled Post Market
148,SINTROM,Oral,60.2,Cancelled Post Market
149,TEGRETOL,Oral,998.51,Marketed
150,HYGROTON 50MG,Oral,56.28,Cancelled Post Market
151,PERTOFRANE 25MG,Oral,143.39,Cancelled Post Market
152,TOFRANIL 10MG,Oral,772.27,Cancelled Post Market
153,TOFRANIL 25MG,Oral,831.51,Cancelled Post Market
154,TOFRANIL 50MG,Oral,803.8,Cancelled Post Market
155,ANTURAN 100MG,Oral,459.35,Cancelled Post Market
156,ANTURAN 200MG,Oral,518.24,Cancelled Post Market
157,BETNOVATE 1/2 CRM 0.05%,Topical,754.42,Cancelled Post Market
158,BETNOVATE CRM 0.1%,Topical,831.53,Cancelled Post Market
159,BETNOVATE 1/2 LOT 0.05%,Topical,727.46,Cancelled Post Market
160,BETNOVATE LOT 0.1%,Topical,459.53,Cancelled Post Market
161,BETNESOL EYE AND EAR DROPS,Otic,120.91,Cancelled Post Market
162,BETNESOL RETENTION ENEMAS,Rectal,471.49,Cancelled Post Market
163,GRISOVIN FP TAB 125MG,Oral,956.18,Cancelled Post Market
164,GRISOVIN FP TAB 250MG,Oral,597.64,Cancelled Post Market
165,GRISOVIN FP TAB 500MG,Oral,642.37,Cancelled Post Market
166,ELTROXIN TAB 50MCG,Oral,558.4,Cancelled Post Market
167,ELTROXIN TAB 100MCG,Oral,104.54,Cancelled Post Market
168,ELTROXIN TAB 200MCG,Oral,679.16,Cancelled Post Market
169,ELTROXIN TAB 300MCG,Oral,628.79,Cancelled Post Market
170,BACITRACIN ONT 500UNIT/GM,Topical,700.57,Cancelled Post Market
171,BETNOVATE 1/2 ONT 0.05%,Topical,31.0,Cancelled Post Market
172,BETNOVATE ONT 0.1%,Topical,509.49,Cancelled Post Market
173,SURFAK  240MG,Oral,518.36,Cancelled Post Market
174,REVERIN 275MG,Intra-Articular,669.53,Cancelled Post Market
175,LASIX TABS 40 MG,Oral,915.19,Cancelled Post Market
176,DIABETA 5MG,Oral,29.35,Cancelled Post Market
177,ORINASE 0.5GM,Oral,34.99,Cancelled Post Market
178,ORINASE 1GM,Oral,966.1,Cancelled Post Market
179,DALMANE,Oral,925.85,Cancelled Post Market
180,DALMANE,Oral,381.12,Cancelled Post Market
181,MATULANE,Oral,595.08,Marketed
182,VALIUM INJ ROCHE 5MG/ML,Intravenous,178.65,Cancelled Post Market
183,FLUOROURACIL INJECTION,Intravenous,481.91,Marketed
184,VALIUM 5 TAB,Oral,741.57,Marketed
185,VALIUM 10 TAB,Oral,786.57,Cancelled Post Market
186,PROCYTOX VIAL 200MG,Intravenous,491.02,Cancelled Post Market
187,PROCYTOX VIAL 1000MG,Intravenous,758.32,Cancelled Post Market
188,GRAVOL IV AMPOULES,Intravenous,936.63,Cancelled Post Market
189,GRAVOL IM,Intramuscular,356.63,Marketed
190,HONVOL AMPOULES 250MG,Intravenous,620.45,Cancelled Post Market
191,GRAVOL JUNIOR SUPPOSITORIES 50MG,Rectal,582.11,Cancelled Post Market
192,GRAVOL SUPPOSITORIES,Rectal,722.42,Marketed
193,OVOL DROPS,Oral,999.92,Marketed
194,UNIVOL SUSPENSION,Oral,912.25,Cancelled Post Market
195,ATASOL FORTE TAB 500MG,Oral,163.07,Cancelled Post Market
196,PROCYTOX TABLETS 50MG,Oral,54.4,Cancelled Post Market
197,VIVOL,Oral,859.7,Cancelled Post Market
198,VIVOL,Oral,669.39,Cancelled Post Market
199,VIVOL,Oral,675.16,Cancelled Post Market
200,HONVOL TABLETS 100MG,Oral,390.17,Cancelled Post Market
201,GRAVOL TABLETS,Oral,59.23,Marketed
202,OVOL TABLETS 40MG CHEWABLE,Oral,992.02,Cancelled Post Market
203,DIOVOL TABLETS,Oral,590.86,Cancelled Post Market
204,MOBENOL TABLETS 500MG,Oral,858.63,Cancelled Post Market
205,PARAFFINOL,Oral,998.52,Cancelled Post Market
206,MINOCIN CAP 100MG,Oral,979.69,Cancelled Post Market
207,ACHROMYCIN V CAP 250MG,Oral,949.03,Cancelled Post Market
208,ARISTOCORT R CRM 0.1%,Topical,658.52,Cancelled Post Market
209,ARISTOCORT C CRM 0.5%,Topical,779.12,Cancelled Post Market
210,ARTANE ELX 2MG/5ML,Oral,560.7,Cancelled Post Market
211,FOLVITE INJ 5MG/ML,Intravenous,644.93,Cancelled Post Market
212,ARISTOCORT INJ INTRALESIONAL 25MG/ML,Intra-Articular,568.17,Cancelled Post Market
213,ARISTOCORT FORTE INJ 40MG/ML,Intrasynovial,558.54,Cancelled Post Market
214,NILSTAT ORAL DPS 100000IU/ML,Oral,720.52,Cancelled Post Market
215,ARISTOCORT SYR 2MG/5ML,Oral,900.32,Cancelled Post Market
216,METHOTREXATE TAB 2.5MG,Oral,383.81,Cancelled Post Market
217,AMINOPHYLLINE TAB 0.1GM,Oral,662.47,Cancelled Post Market
218,TEMPOSIL TAB 50MG,Oral,390.4,Cancelled Post Market
219,FOLVITE TAB 5MG,Oral,130.12,Cancelled Post Market
220,NILSTAT ORL TAB 500000UNIT,Oral,502.9,Cancelled Post Market
221,LEDERCILLIN VK TAB 400000UNIT,Oral,6.62,Cancelled Post Market
222,ARISTOCORT TAB 2MG,Oral,807.88,Cancelled Post Market
223,ARISTOCORT TAB 4MG,Oral,954.01,Cancelled Post Market
224,ARTANE TAB 2MG,Oral,838.58,Cancelled Post Market
225,ARTANE TAB 5MG,Oral,33.31,Cancelled Post Market
226,NILSTAT VAG TAB 100000UNIT,Vaginal,76.87,Cancelled Post Market
227,AUREOMYCIN ONT OPH 1%,Ophthalmic,314.06,Cancelled Post Market
228,ACHROMYCIN ONT OPH 1%,Ophthalmic,378.25,Cancelled Post Market
229,AUREOMYCIN ONT 3%,Topical,733.35,Cancelled Post Market
230,AMYTAL SODIUM CAP 60MG,Oral,413.6,Cancelled Post Market
231,AMYTAL SODIUM PULVULE 222 0.2GM,Oral,765.68,Cancelled Post Market
232,ILOSONE 250MG PULVULE 375,Oral,627.56,Cancelled Post Market
233,AVENTYL,Oral,825.02,Marketed
234,AVENTYL,Oral,561.29,Marketed
235,SECONAL SODIUM PULVULE 240 0.1GM,Oral,193.56,Cancelled Post Market
236,AMYTAL SODIUM 500MG,Intravenous,551.81,Cancelled Post Market
237,KEFLIN NEUTRAL INJ 1GM,Intravenous,994.52,Cancelled Post Market
238,GLUCAGON AMPOULE 666 1MG,Intravenous,166.92,Cancelled Post Market
239,ILOTYCIN GLUCEPTATE IV AMPOULE 646 1GM,Intravenous,598.76,Cancelled Post Market
240,"STERILE VANCOMYCIN HYDROCHLORIDE, USP",Intravenous,944.17,Cancelled Post Market
241,VELBE 1MG/ML,Intravenous,436.87,Cancelled Post Market
242,ILOSONE LIQUID 125MG/5ML,Oral,609.36,Cancelled Post Market
243,KEFLEX,Oral,465.66,Dormant
244,DIMELOR TABLET 1843 500MG,Oral,219.03,Cancelled Post Market
245,ERGOTRATE MALEATE TABLET 1572 0.2MG,Oral,135.58,Cancelled Post Market
246,TAPAZOLE,Oral,405.82,Marketed
247,V CILLIN K 1831 TABLET 250MG,Oral,309.57,Cancelled Post Market
248,ILOTYCIN CRYST OP ONT 0.5% 52,Ophthalmic,601.95,Cancelled Post Market
249,INDOCID CAP 25MG,Oral,417.18,Cancelled Post Market
250,INDOCID CAP 50MG,Oral,218.57,Cancelled Post Market
251,CUPRIMINE,Oral,595.82,Marketed
252,MUSTARGEN,Intravenous,193.81,Cancelled Post Market
253,COGENTIN INJ 1MG/ML,Intramuscular,113.16,Cancelled Post Market
254,ALDOMET ESTER HCL INJ,Intravenous,258.39,Cancelled Post Market
255,DECADRON PHOSPHATE EYE EAR SOL 0.1%,Otic,346.92,Cancelled Post Market
256,INDOCID SUP 100MG,Rectal,736.62,Cancelled Post Market
257,CORTONE SUS 50MG/ML,Intramuscular,390.99,Cancelled Post Market
258,ELAVIL PAMOATE SYR 10MG/5ML,Oral,775.12,Cancelled Post Market
259,PERIACTIN SYR 2MG/5ML,Oral,944.84,Cancelled Post Market
260,ELAVIL TABLET 10MG,Oral,881.12,Cancelled Post Market
261,ELAVIL TABLET 25MG,Oral,347.71,Cancelled Post Market
262,ELAVIL TABLET 50MG,Oral,427.82,Cancelled Post Market
263,COGENTIN TAB 2MG,Oral,506.85,Cancelled Post Market
264,CORTONE TAB 5MG,Oral,2.57,Cancelled Post Market
265,CORTONE TAB 25MG,Oral,297.73,Cancelled Post Market
266,PERIACTIN TAB 4MG,Oral,250.94,Cancelled Post Market
267,DECADRON TAB 0.5MG,Oral,755.66,Cancelled Post Market
268,EDECRIN TAB 50MG,Oral,413.4,Cancelled Post Market
269,HYDRODIURIL TAB 25MG,Oral,176.75,Cancelled Post Market
270,HYDRODIURIL TAB 50MG,Oral,853.6,Cancelled Post Market
271,ALDOMET TAB 125MG,Oral,328.11,Cancelled Post Market
272,ALDOMET TAB 250MG,Oral,863.38,Cancelled Post Market
273,ALDOMET TAB 500MG,Oral,69.85,Cancelled Post Market
274,BENEMID TAB 500MG,Oral,865.78,Cancelled Post Market
275,HALDOL INJECTION 5MG/ML,Intramuscular,613.68,Cancelled Post Market
276,FERINSOL DROPS,Oral,313.08,Cancelled Post Market
277,CLOMID 50MG,Oral,654.83,Cancelled Post Market
278,NADOPEN V 200,Oral,329.52,Cancelled Post Market
279,NADOPEN V TAB 500000IU,Oral,153.16,Cancelled Post Market
280,NEO CODEMA 25MG,Oral,733.3,Cancelled Post Market
281,NEO CODEMA 50MG,Oral,526.58,Cancelled Post Market
282,NEO MENS TAB,Sublingual,896.79,Cancelled Post Market
283,TEVA-AMPICILLIN,Oral,134.02,Marketed
284,TEVA-AMPICILLIN,Oral,729.23,Marketed
285,NOVO-CHLORHYDRATE CAP 500MG,Oral,148.38,Cancelled Post Market
286,NOVO-CHLOROCAP CAP 250MG,Oral,389.71,Cancelled Post Market
287,NOVO-POXIDE 5MG,Oral,140.31,Cancelled Post Market
288,NOVO-POXIDE 10MG,Oral,904.04,Cancelled Post Market
289,NOVO-POXIDE 25MG,Oral,644.24,Cancelled Post Market
290,NOVO-RYTHRO ESTOLATE CAP 250MG,Oral,443.86,Cancelled Post Market
291,NOVO-PENTOBARB 100MG,Oral,126.43,Cancelled Post Market
292,TEVA-QUININE,Oral,636.64,Marketed
293,TEVA-QUININE,Oral,771.93,Marketed
294,NOVO-SECOBARB 100MG,Oral,891.95,Cancelled Post Market
295,NOVO-TETRA 250MG,Oral,848.82,Cancelled Post Market
296,VITAMIN A CAP 25000IU,Oral,136.12,Cancelled Post Market
297,VITAMIN A CAP 50000IU,Oral,271.65,Cancelled Post Market
298,NOVO-AMPICILLIN SUS 125MG/5ML,Oral,596.25,Cancelled Post Market
299,NOVO-AMPICILLIN SUS 250MG/5ML,Oral,120.34,Cancelled Post Market
300,NOVO-RYTHRO ESTOLATE SUSPENSION,Oral,99.52,Cancelled Post Market
301,NOVO-PEN-VK 500 TAB,Oral,893.71,Cancelled Post Market
302,TEVA-CHLOROQUINE,Oral,623.43,Cancelled Post Market
303,TEVA-PHENIRAM,Oral,199.73,Marketed
304,NOVO-CHLORPROMAZINE 200MG,Oral,822.82,Cancelled Post Market
305,NOVO-PROPAMIDE 250MG,Oral,566.76,Cancelled Post Market
306,NOVO-DIGOXIN TAB 0.25MG,Oral,429.75,Cancelled Post Market
307,TEVA-DIMENATE,Oral,332.79,Cancelled Post Market
308,TRAVEL ON TAB 50MG,Oral,50.47,Cancelled Post Market
309,NOVO-FUMAR 200MG,Oral,197.55,Cancelled Post Market
310,NOVO-FOLACID 5MG,Oral,752.16,Cancelled Post Market
311,TEVA-HYDROCHLOROTHIAZIDE,Oral,186.85,Marketed
312,TEVA-HYDROCHLOROTHIAZIDE,Oral,86.8,Marketed
313,NOVO-PRAMINE TAB 10MG,Oral,359.25,Cancelled Post Market
314,NOVO-PRAMINE TAB 25MG,Oral,408.39,Cancelled Post Market
315,NOVO-PRAMINE TAB 50MG,Oral,333.78,Cancelled Post Market
316,NOVO-MEPRO 200MG,Oral,55.33,Cancelled Post Market
317,NOVO-MEPRO 400MG,Oral,516.4,Cancelled Post Market
318,NOVO-NIDAZOL TAB 250MG,Oral,63.84,Cancelled Post Market
319,NOVO-FURAN TAB 50MG,Oral,516.07,Cancelled Post Market
320,NOVO-FURAN 100MG,Oral,985.05,Cancelled Post Market
321,NOVO-BUTAZONE TAB 100MG,Oral,551.42,Cancelled Post Market
322,NOVO-PREDNISOLONE 5MG,Oral,2.1,Cancelled Post Market
323,TEVA-PREDNISONE,Oral,979.34,Marketed
324,NOVO-QUINIDIN 200MG,Oral,142.13,Cancelled Post Market
325,NOVO-RESERPINE TAB 0.25MG,Oral,627.37,Cancelled Post Market
326,NOVO-SOXAZOLE 500MG,Oral,244.59,Cancelled Post Market
327,NOVO-TETRA 250MG,Oral,109.83,Cancelled Post Market
328,NOVO-BUTAMIDE 500MG,Oral,915.98,Cancelled Post Market
329,NOVO-FLURAZINE TAB 1MG,Oral,169.68,Cancelled Post Market
330,NOVO-TRIFLUZINE - TAB 2MG,Oral,295.34,Cancelled Post Market
331,NOVO-TRIFLUZINE - TAB 5MG,Oral,912.26,Cancelled Post Market
332,NOVO-TRIFLUZINE - TAB 10MG,Oral,53.16,Cancelled Post Market
333,NOVO-HEXIDYL 2MG,Oral,4.42,Cancelled Post Market
334,NOVO-HEXIDYL 5MG,Oral,8.52,Cancelled Post Market
335,NOVO-FERROSULFA TAB 300MG(FCT),Oral,852.65,Cancelled Post Market
336,CORTROSYN INJ 0.25MG,Intravenous,460.09,Marketed
337,DECA DURABOLIN INJ 50MG/ML,Intramuscular,999.85,Cancelled Post Market
338,ORTHO-NOVUM 1/50 TABLETS (21 DAY),Oral,902.16,Cancelled Post Market
339,DILANTIN,Oral,685.14,Marketed
340,DILANTIN,Oral,253.94,Marketed
341,ZARONTIN CAP 250MG,Oral,485.33,Marketed
342,CELONTIN CAP 300MG,Oral,457.57,Cancelled Post Market
343,QUININE SULFATE CAP 200MG,Oral,392.28,Cancelled Post Market
344,QUININE SULFATE CAP 300MG,Oral,660.63,Cancelled Post Market
345,THROMBOSTAT 1000UNITS,Topical,195.06,Cancelled Post Market
346,THROMBOSTAT 5000UNITS,Topical,938.68,Cancelled Post Market
347,THROMBOSTAT 10000UNITS,Topical,189.63,Cancelled Post Market
348,DILANTIN-30 SUSPENSION,Oral,948.7,Marketed
349,DILANTIN-125 SUSPENSION,Oral,186.02,Marketed
350,ZARONTIN SYR 250MG/5ML,Oral,631.51,Marketed
351,DILANTIN INFATABS,Oral,699.19,Marketed
352,NORLUTATE,Oral,561.83,Marketed
353,PHENOBARBITAL TAB 15MG,Oral,362.49,Cancelled Post Market
354,PHENOBARBITAL TAB 30MG,Oral,594.71,Cancelled Post Market
355,PHENOBARBITAL TAB 60MG,Oral,301.39,Cancelled Post Market
356,THYROID TAB 30MG,Oral,308.75,Marketed
357,THYROID TAB 60MG,Oral,735.28,Marketed
358,THYROID TAB 125MG,Oral,165.11,Marketed
359,CHLOROMYCETIN OPH ONT 1%,Ophthalmic,112.66,Cancelled Post Market
360,ELASE ONT,Topical,661.53,Cancelled Post Market
361,SINEQUAN,Oral,81.07,Marketed
362,SINEQUAN,Oral,483.64,Marketed
363,SINEQUAN,Oral,212.97,Marketed
364,VIBRAMYCIN CAP 100MG,Oral,467.85,Cancelled Post Market
365,ATARAX CAP 10MG,Oral,666.47,Cancelled Post Market
366,ATARAX CAP 25MG,Oral,583.14,Cancelled Post Market
367,ATARAX CAP 50MG,Oral,949.28,Cancelled Post Market
368,TETRACYN CAP 250MG,Oral,172.28,Cancelled Post Market
369,NAVANE CAP 2MG,Oral,77.8,Cancelled Post Market
370,NAVANE,Oral,942.15,Dormant
371,NAVANE CAPSULES 10MG,Oral,10.02,Cancelled Post Market
372,ATARAX IM SOL 50MG/ML,Intramuscular,231.87,Cancelled Post Market
373,ATARAX SYRUP 2MG/ML,Oral,645.13,Marketed
374,DIABINESE TAB 100MG,Oral,746.03,Cancelled Post Market
375,DIABINESE TAB 250MG,Oral,43.76,Cancelled Post Market
376,KARIDIUM LIQUID,Oral,983.81,Cancelled Post Market
377,KARIDIUM TAB 1MG,Oral,620.79,Cancelled Post Market
378,BETADINE VAGINAL GEL 10%,Vaginal,32.76,Cancelled Post Market
379,SENOKOT GRANULES,Oral,701.3,Cancelled Post Market
380,BETADINE VAGINAL SUPPOSITORIES 200MG,Vaginal,605.75,Cancelled Post Market
381,X PREP POWDER 3.5GM,Oral,308.93,Cancelled Post Market
382,BETADINE VAGINAL DOUCHE 10%,Vaginal,83.53,Cancelled Post Market
383,SENOKOT SUPP,Rectal,422.21,Cancelled Post Market
384,SENOKOT S,Oral,580.61,Marketed
385,CARDIOQUIN TABLETS,Oral,122.51,Cancelled Post Market
386,TEEJEL GEL,Topical,448.64,Cancelled Post Market
387,KWELLADA LOTION 1%,Topical,164.47,Cancelled Post Market
388,KWELLADA SHAMPOO 1%,Topical,909.12,Cancelled Post Market
389,PROTOPHYLLINE ELIXIR 100MG,Oral,8.01,Cancelled Post Market
390,PROVIODINE GEL,Vaginal,454.94,Cancelled Post Market
