92935.29,363.31,27246,192,120,5,2007
30790.48,520.56,45794,139,30,2,2011
375808.65,643.34,46380,43,64,5,2013
778123.98,858.28,6313,1,100,2,2019
757069.43,8.61,22555,124,1,9,2012
129487.71,221.26,44279,74,58,4,2020
443931.7,864.79,53719,152,76,3,2014
68006.13,738.77,18145,145,0,5,2006
218693.73,613.43,11466,111,95,6,2010
395047.49,59.24,40440,83,42,6,2019
429424.24,659.43,21096,143,64,8,2013
815022.98,63.76,8452,23,69,2,2018
916693.67,349.15,7764,78,89,6,2011
4403.59,332.66,48695,31,29,8,2013
322107.12,909.81,51785,150,35,3,2012
885574.95,771.01,49978,36,15,3,2012
453421.45,595.1,52702,86,58,1,2018
493883.11,898.37,38663,91,12,5,2015
276329.66,841.2,18557,34,23,3,2018
618959.81,591.38,17734,10,91,8,2010
65780.11,685.33,28674,11,25,9,2012
679672.33,590.79,20414,173,125,2,2018
740358.37,722.3,30616,156,74,7,2008
368171.74,691.63,48322,204,60,7,2020
414796.29,716.2,11818,61,2,9,2012
661945.22,191.25,39747,73,111,4,2007
844484.18,999.24,33990,157,12,9,2007
162194.24,174.71,28008,109,125,1,2012
471432.29,644.28,47059,80,69,2,2013
299831.91,689.04,23324,87,21,6,2013
252507.76,492.56,47244,97,22,9,2020
657304.83,601.76,11873,140,106,5,2010
373028.44,921.56,40468,2,77,1,2012
795871.22,587.36,44486,170,16,7,2006
229411.55,541.69,21891,52,83,2,2018
47853.42,250.96,5824,192,43,8,2020
707314.15,408.28,30270,146,2,8,2008
403434.8,389.33,4353,55,113,4,2017
155569.29,516.11,25556,95,116,8,2007
837003.11,752.09,12947,52,21,1,2015
726296.37,345.64,49718,170,103,5,2005
799057.71,749.56,33839,78,8,1,2020
990353.57,388.08,22243,171,119,2,2008
515828.3,432.8,49604,156,105,6,2011
68368.19,369.95,19389,175,31,6,2007
573685.71,474.63,22015,26,57,6,2014
70747.95,611.22,39204,130,82,4,2018
763334.14,621.73,15723,167,6,2,2018
153812.1,96.37,7383,71,36,1,2007
815267.88,446.14,2478,111,1,8,2016
250982.14,559.18,35238,143,122,4,2011
36293.52,953.1,10317,132,21,9,2018
234075.14,461.87,8886,191,79,5,2013
307654.75,982.06,24670,15,0,4,2014
145222.57,43.58,25467,177,101,9,2008
14976.47,851.86,52243,168,76,1,2007
999892.42,72.54,30051,19,23,7,2007
666045.73,346.27,29305,202,12,7,2008
471616.38,487.38,44296,174,86,3,2016
691921.62,661.26,9555,94,94,8,2009
9095.42,406.03,835,138,89,6,2009
894063.54,448.99,3022,11,105,5,2010
966811.22,228.72,37727,96,59,6,2017
454063.04,343.09,44897,57,23,4,2009
14992.37,232.95,6054,61,40,7,2008
740139.02,438.07,45325,101,112,7,2011
251203.8,399.83,18826,141,4,2,2020
964572.34,13.49,34051,175,121,2,2019
913540.16,868.76,3639,68,19,8,2016
152529.75,715.66,6740,6,19,8,2009
879054.88,150.67,3985,184,0,3,2010
292221.15,659.76,958,47,17,5,2016
592686.16,303.64,1091,101,45,3,2006
757496.66,696.84,9439,15,113,9,2011
778038.98,362.88,46629,112,124,9,2008
744752.97,997.69,4164,44,122,4,2019
883988.83,188.99,46466,101,113,7,2005
214717.21,692.68,52079,202,124,5,2011
260701.59,881.84,44598,57,100,6,2010
907061.6,321.96,401,78,39,3,2005
835432.7,476.22,21130,133,106,3,2007
954044.38,210.38,36598,69,1,6,2008
949522.19,124.78,30547,116,103,3,2005
16600.42,73.54,3469,149,110,6,2015
96851.08,584.82,19800,28,12,7,2014
176603.99,293.2,22672,50,26,1,2011
938396.61,649.86,11392,27,120,2,2016
692727.09,534.55,31996,76,65,4,2008
188430.19,806.11,31860,59,76,8,2009
199583.35,48.58,849,145,55,5,2007
170784.88,71.4,44294,4,110,7,2011
864310.88,186.04,11422,188,76,9,2007
949620.19,538.62,52125,156,10,6,2010
967449.07,629.76,22793,54,87,1,2016
10751.51,312.91,43418,67,61,9,2007
905386.13,621.64,46953,60,30,8,2011
217924.98,478.48,11719,50,25,6,2011
304249.19,487.86,1956,170,56,3,2019
874969.58,778.14,21666,18,76,2,2011
407863.78,715.08,21274,80,99,5,2017
132373.58,186.57,26327,115,63,8,2016
295291.75,544.2,52646,54,1,7,2017
462059.12,362.85,50127,161,74,9,2011
741655.9,481.95,21835,13,86,4,2010
137038.19,804.69,49242,25,60,1,2012
940091.26,460.24,23959,45,27,6,2008
887860.34,690.26,50630,131,4,7,2015
743123.79,637.4,11440,163,56,9,2009
384453.82,719.34,52359,123,2,5,2010
52100.18,488.81,44978,105,69,7,2017
306327.05,452.43,45201,132,96,7,2016
711436.07,747.63,27696,57,66,6,2010
354415.62,62.12,10250,203,48,1,2008
41332.45,444.45,26113,172,107,2,2007
367651.12,260.55,19627,164,94,7,2012
684894.62,847.07,8374,193,1,6,2017
700873.09,757.68,48011,48,115,7,2017
71473.13,847.4,13360,205,41,1,2015
154009.46,654.11,44907,53,15,4,2020
631459.48,885.44,34334,4,32,7,2012
538767.85,993.53,37326,192,5,6,2006
743035.66,919.54,30611,134,24,2,2017
113466.8,727.95,3026,146,89,3,2010
751852.73,407.61,46253,174,83,6,2008
811690.92,156.45,49320,140,38,9,2012
181677.65,675.67,22636,183,74,5,2018
413468.49,289.51,33527,114,10,7,2020
18449.23,133.29,24268,151,93,7,2018
960988.38,183.67,2942,113,70,6,2012
193373.46,339.94,13127,13,42,8,2016
255977.24,46.39,15965,66,95,5,2014
160159.57,96.27,36676,121,90,1,2019
130927.1,836.14,10995,122,71,6,2012
412434.32,485.33,39372,66,44,6,2007
718082.52,824.68,8704,155,0,3,2016
537624.15,584.67,12447,20,54,5,2011
939524.98,603.33,22373,205,109,9,2016
129754.05,507.76,11598,52,118,3,2005
508317.92,298.47,41369,166,41,2,2007
586538.13,338.44,44078,56,91,3,2008
76158.26,53.91,53204,136,26,9,2013
250132.32,184.58,23510,115,120,1,2012
330383.0,404.08,37672,17,16,5,2007
675252.15,204.34,30011,186,90,7,2020
164713.47,159.59,11883,27,83,7,2016
239281.77,631.38,30348,82,74,9,2020
247331.58,158.2,24431,201,92,2,2008
922237.99,946.93,39419,81,109,7,2014
752634.77,286.47,43912,160,46,1,2018
515549.13,335.98,11480,113,74,3,2020
685032.39,93.76,39816,122,20,3,2009
732464.88,155.49,2162,42,87,1,2020
752331.92,765.75,42113,49,96,7,2016
450433.83,122.69,9816,90,42,3,2012
122524.11,304.99,31327,41,105,4,2020
480734.61,245.71,34171,201,14,4,2010
125202.71,61.09,20366,39,88,4,2020
921491.8,183.6,30384,73,70,4,2009
398483.82,413.25,15662,173,70,9,2009
478557.76,292.76,23435,54,87,8,2018
108417.24,454.54,16660,69,47,5,2016
531943.69,438.5,17273,134,11,6,2005
124796.55,513.1,40072,182,94,2,2013
684067.45,182.11,14097,9,18,9,2020
348908.12,637.73,53077,143,69,7,2020
401375.01,827.76,30397,97,55,2,2014
921512.87,68.76,38488,75,108,2,2017
103726.86,783.44,25051,81,112,8,2006
565342.96,4.43,39010,99,73,6,2006
404388.31,863.3,21896,11,96,8,2019
59673.86,107.09,7533,108,80,8,2006
665155.8,958.41,50980,205,15,1,2015
35345.8,940.63,50173,149,44,3,2009
897520.71,735.53,29514,200,63,8,2017
906040.01,226.58,23773,5,1,1,2013
368274.74,67.33,2412,183,104,5,2017
72402.54,109.28,51602,151,40,4,2012
344329.15,481.54,18904,59,96,6,2016
816606.43,380.9,18618,73,71,5,2007
510196.76,199.68,5094,57,103,3,2008
73235.48,314.3,27054,119,50,4,2014
961641.03,224.3,3955,78,16,6,2012
332081.41,452.75,28274,15,36,5,2013
741262.65,981.16,1623,169,87,8,2009
921806.8,276.19,3918,86,98,4,2008
177474.37,638.85,48448,87,115,9,2009
441669.13,223.37,48753,186,20,9,2009
830974.7,399.94,29862,119,86,6,2018
924683.15,298.46,13557,169,84,9,2013
698674.43,955.31,332,115,59,3,2010
468499.22,851.26,956,32,97,7,2011
545688.27,705.44,50754,129,4,5,2017
323282.66,559.72,23033,47,124,8,2017
391080.39,385.18,21553,7,13,4,2014
662237.88,90.63,8282,80,25,5,2008
773214.76,745.91,44245,12,94,9,2014
834532.16,495.92,9325,54,75,9,2013
707772.06,485.39,41620,173,29,5,2007
228577.08,990.67,7477,162,43,9,2010
43453.36,682.75,19163,3,99,2,2009
818300.1,903.15,12075,25,11,9,2005
57884.4,293.32,2156,96,52,6,2009
502804.3,698.62,18876,40,125,3,2011
28937.45,58.41,41317,16,48,2,2009
130197.31,212.36,50588,189,42,5,2005
375673.05,79.56,42955,39,27,8,2015
912364.6,4.91,41523,18,38,7,2011
391132.81,393.28,39794,37,106,5,2017
837189.43,721.47,17608,145,70,2,2018
720186.02,66.58,37559,146,108,1,2012
815345.39,684.33,5387,163,109,8,2010
694433.42,776.37,28256,194,111,1,2017
758750.56,151.77,51108,38,18,6,2008
600877.57,157.87,38956,148,38,1,2005
422939.89,886.94,32759,21,41,7,2019
693610.54,39.67,9413,14,56,7,2018
448160.04,172.67,1032,130,10,4,2009
512594.32,186.06,47731,183,20,9,2020
607297.96,956.44,43966,84,99,1,2005
61596.74,710.99,1282,176,120,7,2007
250058.63,167.94,41328,92,114,8,2017
693814.13,642.06,51073,170,9,6,2013
516388.35,118.46,47450,33,103,9,2015
251672.41,446.95,3138,169,36,9,2014
822803.12,577.61,26404,154,62,7,2013
239224.32,827.49,16640,37,115,6,2016
780270.83,255.53,27085,70,82,1,2019
557597.71,374.58,32973,102,99,2,2009
986679.35,246.39,3422,128,110,2,2006
341459.62,275.0,37028,107,124,1,2013
805170.07,973.25,33813,186,70,1,2009
570634.92,668.71,15802,47,90,8,2020
379860.6,320.04,30278,77,72,2,2009
670626.1,211.32,29025,27,46,9,2012
907490.7,377.53,31753,95,41,2,2019
852937.51,976.34,49627,80,37,6,2012
744449.56,873.64,17765,139,53,2,2019
346642.24,855.53,50964,130,125,8,2014
652165.42,769.33,53636,119,44,6,2012
417132.39,687.54,32154,154,11,8,2017
478136.93,615.99,22817,73,46,5,2019
348110.04,82.26,25666,21,102,9,2017
142995.17,692.67,53832,92,37,7,2016
927148.89,483.61,13994,139,79,4,2017
534347.77,739.49,33775,118,116,1,2005
80590.35,704.2,42199,205,59,7,2008
12480.08,753.71,37487,45,35,9,2017
2987.93,756.89,32999,125,122,2,2020
200336.9,951.15,47362,187,117,7,2020
124567.96,408.96,24100,187,50,5,2008
136843.0,820.5,1032,187,61,8,2019
765642.07,665.52,17061,173,16,2,2010
331632.62,229.63,3892,198,10,5,2005
85130.95,533.18,32394,80,89,7,2006
228819.4,310.37,38431,38,47,6,2007
568234.58,244.28,9289,40,29,8,2016
630242.18,969.43,9164,83,117,4,2010
905801.49,109.8,30224,4,2,6,2019
138013.99,100.08,44050,75,13,4,2009
695361.98,167.34,19029,147,69,6,2006
330033.87,134.63,18173,56,38,4,2013
221297.99,656.74,39726,19,69,2,2007
462206.5,964.47,23770,39,116,3,2010
861647.0,205.08,19145,142,66,4,2011
142254.6,885.59,44805,47,60,2,2009
300127.3,256.78,21568,146,104,3,2018
242492.03,786.86,33006,90,100,6,2008
624588.92,541.07,11823,128,28,9,2012
23352.88,789.82,49365,88,63,9,2018
136334.21,336.57,35018,4,41,2,2019
166741.39,513.52,22142,173,82,3,2007
821702.72,787.08,18088,162,11,1,2005
875827.22,581.38,51977,52,42,1,2019
902072.51,672.82,4839,102,102,8,2008
963258.99,301.88,30613,166,20,1,2018
372295.08,383.63,20346,136,4,7,2008
899231.27,78.15,39461,59,59,9,2018
331478.41,912.7,17160,164,86,4,2019
885014.72,289.04,6999,19,0,3,2018
962255.52,477.21,13104,143,73,4,2015
961467.05,60.52,45791,84,118,2,2009
915079.53,511.92,31927,107,113,4,2007
708514.25,193.44,9108,171,79,2,2019
858437.11,108.95,10005,68,75,4,2005
267048.83,180.19,12229,137,99,8,2019
723641.91,471.68,32850,25,45,5,2019
848594.74,942.65,29845,11,13,1,2007
860557.89,99.28,20331,167,44,5,2007
987360.39,521.7,50162,41,114,7,2006
812031.14,118.7,4070,28,122,1,2020
472604.91,364.08,23543,46,75,5,2011
530751.97,758.19,24244,154,94,9,2015
523175.75,725.09,20999,59,35,8,2016
356071.97,535.33,26757,133,10,1,2008
943604.88,913.48,21889,108,53,4,2018
814072.63,282.75,10041,115,58,3,2012
384224.14,748.5,15699,173,102,7,2010
254647.6,233.3,2171,137,16,3,2009
183358.39,754.44,41666,47,17,3,2009
330325.72,404.75,27552,181,97,6,2010
545786.71,674.13,12645,145,62,9,2008
858440.53,400.04,32037,68,65,8,2018
670968.5,210.97,10858,175,95,2,2010
861512.21,396.39,53690,49,82,4,2019
376543.18,706.22,14010,147,91,7,2009
589376.82,264.4,47395,204,49,1,2012
761147.53,418.0,28732,167,43,8,2016
405882.82,578.81,38148,170,100,2,2011
237002.72,748.46,53002,72,15,6,2008
70863.54,249.91,52735,191,101,5,2019
269803.38,117.25,13275,171,54,5,2009
280539.11,899.73,44432,129,47,9,2006
892634.89,686.65,35000,5,28,9,2012
679313.53,913.98,2088,183,84,5,2014
595480.17,613.14,51848,105,44,3,2013
951862.38,930.64,39292,46,53,7,2010
944625.74,554.15,43267,90,82,1,2010
495179.79,830.04,53897,145,125,9,2007
954744.66,618.57,48453,3,25,3,2005
181647.32,704.05,21023,71,47,2,2007
349768.03,132.71,52701,63,66,6,2013
703558.05,118.98,16575,127,14,1,2011
143432.84,45.91,8320,154,121,9,2008
915700.56,217.39,42403,189,10,5,2016
968098.31,755.52,2720,66,15,2,2020
584354.55,203.16,42676,148,15,1,2009
282698.03,436.73,43560,169,102,5,2005
565887.49,426.7,8339,185,85,8,2016
75390.0,8.3,564,78,19,3,2014
154812.31,538.48,26690,28,44,4,2013
920463.96,612.03,42969,101,81,2,2012
958674.45,695.5,48396,94,113,9,2015
410315.24,98.19,48828,112,52,4,2012
875950.21,913.48,26057,144,73,3,2018
976995.84,932.16,7648,174,35,4,2007
521678.71,592.64,28033,120,24,2,2017
937984.75,645.83,9260,120,58,1,2020
59591.4,579.74,26800,47,48,3,2015
651161.04,500.13,8231,8,78,4,2013
806663.72,827.69,11663,136,59,5,2006
612996.11,613.41,45415,175,113,3,2005
400980.46,611.56,31094,123,115,1,2013
690538.37,125.61,4574,96,10,6,2009
250415.02,539.36,35938,163,40,1,2019
738031.51,626.89,35701,34,63,3,2006
883813.14,15.92,17974,200,62,6,2007
849545.05,577.8,12412,147,87,1,2015
222851.43,87.66,19985,171,86,8,2014
88766.25,72.83,11589,88,49,7,2017
693005.7,469.58,30239,139,16,5,2017
684153.36,43.82,4171,79,55,3,2014
55366.45,691.93,38742,18,63,1,2020
991156.59,573.01,37384,115,72,5,2020
40610.23,26.69,28460,171,28,8,2014
213507.7,996.79,29031,99,103,9,2013
513977.95,377.78,5128,29,30,2,2006
396896.3,457.19,4119,110,82,3,2014
283645.82,814.77,35382,188,73,3,2016
170881.39,604.64,40188,55,51,4,2015
90717.45,134.25,40972,199,20,6,2015
754117.35,514.99,21198,72,37,3,2016
428612.46,232.43,12120,63,95,6,2012
930886.19,627.61,17489,62,103,8,2016
800216.51,255.16,28934,21,101,1,2017
522735.82,708.93,2032,117,70,3,2020
246158.18,885.88,20158,140,12,1,2007
594031.3,102.59,42038,151,100,7,2010
574418.62,493.12,17057,45,72,2,2006
96958.96,512.97,13347,156,25,4,2010
879707.93,849.54,26631,172,115,3,2020
424825.91,976.35,39196,111,72,4,2010
752209.75,606.27,40307,187,35,2,2017
308451.03,801.9,38572,40,14,7,2011
732410.54,75.14,24607,151,71,5,2007
154362.99,90.54,48063,1,76,8,2006
89841.79,426.33,32774,156,28,1,2020
135138.85,887.04,39816,97,106,5,2006
165351.71,500.32,2022,87,9,6,2008
114607.57,45.53,12650,103,115,1,2017
354933.45,778.83,24690,86,39,8,2015
112430.09,1.86,8261,52,7,6,2009
555806.2,802.79,32862,158,73,9,2009
883817.45,338.44,9084,170,18,9,2015
912487.93,365.25,9251,123,40,2,2005
14580.15,361.7,220,32,50,2,2012
20184.28,702.35,29109,127,4,4,2007
93099.96,207.3,9509,190,55,4,2017
596385.61,447.83,34123,11,90,2,2010
675029.18,771.21,2333,136,61,6,2012
384586.4,228.15,16303,168,66,9,2018
440767.94,349.6,24940,35,30,7,2013
23757.18,497.35,48454,90,51,9,2011
713609.1,715.24,14183,57,13,4,2016
668308.24,801.24,40382,115,78,6,2009
792324.7,876.17,43022,45,41,2,2012
729792.92,11.29,16826,9,67,6,2016
722617.76,644.7,39904,147,82,2,2016
177195.48,992.53,8167,20,63,8,2019
669164.94,14.73,50599,74,99,9,2009
55933.6,445.34,14294,22,34,1,2005
676820.43,32.29,49369,123,120,4,2013
115229.67,138.71,10140,5,65,4,2016
512610.02,839.13,2051,105,54,6,2017
157933.92,538.73,45256,97,110,9,2007
397911.29,732.35,50397,106,5,2,2015
569727.84,202.63,2042,164,5,3,2020
780987.26,165.86,15100,23,52,8,2012
977792.12,515.75,52891,51,47,8,2020
299527.38,355.44,41359,126,106,4,2015
314272.22,699.84,13873,110,53,1,2018
178925.73,142.08,27657,16,79,6,2017
221260.18,271.47,23189,194,45,5,2019
166829.55,165.61,11330,197,104,9,2007
425295.37,11.54,46403,96,54,5,2011
271907.96,576.74,43072,134,32,8,2017
972008.05,814.72,7932,13,123,2,2011
961245.69,567.9,1619,9,47,2,2011
132578.94,192.04,41985,36,23,9,2007
900155.13,710.76,35801,180,83,2,2017
158254.48,3.36,4783,64,94,9,2015
434365.06,918.59,23692,77,90,1,2019
292906.06,715.95,5718,175,30,6,2010
48839.71,772.28,42910,11,106,9,2019
681721.58,535.5,25926,56,100,7,2013
779434.62,729.14,53928,166,16,3,2018
525825.75,951.09,10705,47,89,3,2006
829521.97,432.83,20840,71,91,9,2016
570572.09,50.99,38106,50,110,5,2007
182486.88,782.75,6876,18,97,3,2011
704246.29,820.36,20806,90,10,9,2013
711085.53,993.15,45061,79,109,9,2013
351989.64,505.37,35875,137,88,7,2005
389894.2,437.54,31812,196,115,5,2006
638686.88,11.94,6483,57,24,2,2007
616017.24,530.06,11765,43,81,4,2006
517012.92,286.28,41945,84,104,3,2012
282822.76,878.16,48783,176,18,4,2018
213715.74,55.68,45879,128,18,3,2016
968537.25,75.13,42975,33,73,5,2014
850384.93,22.5,5402,202,1,6,2010
192856.13,888.81,49890,98,38,8,2016
519268.94,386.94,21240,40,62,7,2012
129807.25,481.81,22085,94,37,8,2018
420310.7,540.53,31404,28,17,1,2019
568585.42,535.47,4256,112,0,2,2017
665001.68,732.45,5950,88,52,5,2015
740365.53,949.0,27573,139,113,1,2014
919177.02,215.82,49511,195,14,4,2005
13452.85,94.46,444,82,20,8,2020
359469.12,267.22,26127,132,51,2,2018
412004.91,38.08,13826,120,57,9,2009
568141.87,920.09,46132,194,36,6,2008
747224.05,128.68,24521,132,2,5,2008
679385.7,899.06,40480,155,107,2,2008
905613.06,901.19,44761,58,73,7,2009
864501.74,165.23,10394,145,118,9,2008
650484.24,788.05,21169,150,18,5,2006
737286.43,328.64,9092,182,8,3,2018
140167.45,987.1,5949,122,44,8,2018
361962.87,834.77,53040,128,44,3,2008
198652.11,37.74,25602,61,27,3,2020
650177.48,706.38,44650,14,58,1,2006
341314.73,599.65,8745,197,68,5,2011
983703.48,679.4,40781,11,122,1,2012
147046.38,355.65,36157,85,42,8,2010
950152.44,814.07,25467,4,78,4,2017
605506.28,77.99,20875,24,82,4,2015
245862.64,782.17,51107,126,45,8,2014
799227.51,350.49,53347,92,53,8,2011
632476.16,385.09,43202,189,2,1,2019
208021.93,213.68,30575,110,29,9,2012
990117.16,932.82,24818,8,25,3,2019
539623.98,242.11,1809,139,107,7,2013
365230.01,917.25,12925,178,13,6,2012
928734.76,812.86,246,149,11,7,2015
623672.01,832.55,53046,124,35,4,2017
524602.55,393.51,28426,122,11,6,2016
512300.93,853.73,26550,152,39,4,2011
350621.28,393.16,27690,52,29,4,2007
578403.99,937.25,15564,100,24,2,2010
300045.76,587.36,46182,193,117,8,2007
509994.21,639.61,16965,93,114,9,2010
897943.19,936.33,8428,58,114,9,2020
389415.58,844.4,7200,109,78,5,2014
453878.08,707.78,6791,64,54,3,2011
290946.14,997.17,43041,113,20,7,2020
776388.58,527.68,6518,165,78,6,2006
506656.92,131.91,20033,7,95,5,2009
286745.23,190.17,24757,148,117,9,2016
420126.39,315.11,18960,59,119,6,2020
87072.11,835.49,12651,78,98,8,2019
424333.64,669.72,43623,30,64,7,2013
501628.54,496.84,33554,190,62,5,2015
167211.79,202.85,15265,94,69,2,2014
352957.56,572.19,12555,174,13,7,2014
65168.81,586.56,5461,72,110,2,2012
561331.44,528.39,19571,128,21,3,2011
162087.44,989.04,42265,201,74,9,2006
249267.54,498.02,34712,38,94,1,2016
476933.56,949.3,45176,40,29,6,2015
921094.73,947.25,382,131,93,4,2015
691447.02,261.4,36790,191,1,2,2010
930098.75,150.27,36464,12,103,4,2014
890308.84,693.6,45557,118,33,1,2015
713570.73,365.81,30020,64,67,1,2011
626166.11,268.84,30995,119,51,5,2006
248581.9,346.28,20028,12,72,7,2014
176380.39,726.19,41956,170,45,2,2015
134242.74,397.2,26536,154,56,6,2020
682540.89,55.61,46218,111,5,4,2018
